posting_date,transaction_date,description,merchant_category,type,amount,running_balance,check_number,reference_id,channel,location
2025-11-06,2025-11-05,Spotify USA,Subscriptions,DEBIT,-11.99,3619.74,,PO100372,POS,Miami FL
2025-11-07,2025-11-06,OpenAI ChatGPT Plus,Subscriptions,DEBIT,-20.00,3599.74,,PO100373,POS,Miami FL
2025-11-07,2025-11-06,DOORDASH*WENDYS #4289 BRICKELL FL,Restaurants,DEBIT,-186.16,3413.58,,PO100374,POS,WYNWOOD FL
2025-11-08,2025-11-08,FPL ELECTRIC  AUTOPAY,Utilities,DEBIT,-128.44,3285.14,,AC100375,ACH,Miami FL
2025-11-08,2025-11-07,Apple iCloud+,Subscriptions,DEBIT,-2.99,3282.15,,PO100376,POS,Miami FL
2025-11-08,2025-11-07,MIAMI PARKING AUTH #5106 MIAMI BEACH FL,Gas & Transport,DEBIT,-63.03,3219.12,,PO100377,POS,MIAMI BEACH FL
2025-11-08,2025-11-07,MARRIOTT NASHVILLE  HOTEL,Travel,DEBIT,-540.18,2678.94,,PO100378,POS,Miami FL
2025-11-09,2025-11-09,XFINITY  INTERNET AUTOPAY,Utilities,DEBIT,-79.99,2598.95,,AC100379,ACH,Miami FL
2025-11-09,2025-11-08,NYTimes Digital,Subscriptions,DEBIT,-4.25,2594.70,,PO100380,POS,Miami FL
2025-11-09,2025-11-08,UBER EATS #7511 WYNWOOD FL,Restaurants,DEBIT,-187.72,2406.98,,PO100381,POS,DORAL FL
2025-11-09,2025-11-08,MIAMI PARKING AUTH #8724 MIAMI FL,Gas & Transport,DEBIT,-37.24,2369.74,,PO100382,POS,WYNWOOD FL
2025-11-09,2025-11-08,DOORDASH*WENDYS #2035 MIAMI BEACH FL,Restaurants,DEBIT,-225.25,2144.49,,PO100383,POS,CORAL GABLES FL
2025-11-10,2025-11-10,MIAMI-DADE WATER & SEWER,Utilities,DEBIT,-41.20,2103.29,,AC100384,ACH,Miami FL
2025-11-10,2025-11-09,IRON PARADISE GYM,Health & Fitness,DEBIT,-49.00,2054.29,,PO100385,POS,Miami FL
2025-11-10,2025-11-09,MIAMI PARKING AUTH #3695 DORAL FL,Gas & Transport,DEBIT,-135.69,1918.60,,PO100386,POS,CORAL GABLES FL
2025-11-11,2025-11-10,AMAZON MKTPL US*RT #4263 CORAL GABLES FL,Shopping,DEBIT,-118.44,1800.16,,PO100387,POS,CORAL GABLES FL
2025-11-12,2025-11-12,T-MOBILE  AUTOPAY,Utilities,DEBIT,-85.00,1715.16,,AC100388,ACH,Miami FL
2025-11-12,2025-11-11,TARGET 00027931 #2886 CORAL GABLES FL,Shopping,DEBIT,-185.95,1529.21,,PO100389,POS,MIAMI FL
2025-11-13,2025-11-12,SHELL OIL 57544 #5901 MIAMI BEACH FL,Gas & Transport,DEBIT,-29.21,1500.00,,PO100390,POS,CORAL GABLES FL
2025-11-15,2025-11-15,PAYLANTIC PAYROLL  MARLIN BAY MEDIA  DIRECT DEP,Income,CREDIT,2252.23,3752.23,,AC100391,ACH,Miami FL
2025-11-15,2025-11-15,COINHAVEN MARKETS INC  ACH WITHDRAWAL,Transfer,CREDIT,2850.00,6602.23,,AC100392,ACH,Miami FL
2025-11-16,2025-11-15,PUBLIX SUPER MARKET #0312 #5712 MIAMI BEACH FL,Groceries,DEBIT,-221.45,6380.78,,PO100393,POS,WYNWOOD FL
2025-11-17,2025-11-17,CRESTLINE EDU LOAN  AUTOPAY  ****3092,Loan Payment,DEBIT,-212.00,6168.78,,AC100394,ACH,Miami FL
2025-11-20,2025-11-20,LUMEN BANK CARD  AUTOPAY  ****6058,Credit Card Payment,DEBIT,-250.00,5918.78,,AC100395,ACH,Miami FL
2025-11-20,2025-11-19,STARBUCKS STORE 119 #6881 WYNWOOD FL,Restaurants,DEBIT,-67.27,5851.51,,PO100396,POS,DORAL FL
2025-11-22,2025-11-21,UBER EATS #1645 DORAL FL,Restaurants,DEBIT,-158.38,5693.13,,PO100397,POS,CORAL GABLES FL
2025-11-23,2025-11-22,TARGET 00027931 #7484 DORAL FL,Shopping,DEBIT,-17.11,5676.02,,PO100398,POS,MIAMI FL
2025-11-25,2025-11-24,WHOLE FOODS MKT BRICKELL #9138 DORAL FL,Groceries,DEBIT,-224.17,5451.85,,PO100399,POS,BRICKELL FL
2025-11-25,2025-11-24,WHOLE FOODS MKT BRICKELL #3153 MIAMI FL,Groceries,DEBIT,-147.04,5304.81,,PO100400,POS,DORAL FL
2025-11-25,2025-11-24,APPLE.COM/BILL #5295 WYNWOOD FL,Shopping,DEBIT,-97.88,5206.93,,PO100401,POS,CORAL GABLES FL
2025-11-26,2025-11-26,CHECK 1043,Check,DEBIT,-220.00,4986.93,1043,CH100402,CHECK,Miami FL
2025-11-28,2025-11-28,TRANSFER TO SAVINGS  ****8820,Transfer,DEBIT,-400.00,4586.93,,XF100403,XFER,Miami FL
2025-11-30,2025-11-30,PAYLANTIC PAYROLL  MARLIN BAY MEDIA  DIRECT DEP,Income,CREDIT,2252.23,6839.16,,AC100404,ACH,Miami FL
2025-12-01,2025-12-01,ZELLE TO AKERMAN PROPERTIES  RENT,Rent,DEBIT,-2200.00,4639.16,,AC100405,ACH,Miami FL
2025-12-02,2025-12-01,SHELL OIL 57544 #3159 MIAMI FL,Gas & Transport,DEBIT,-37.61,4601.55,,PO100406,POS,DORAL FL
2025-12-02,2025-12-01,CVS/PHARMACY 06441 #3854 DORAL FL,Health,DEBIT,-149.20,4452.35,,PO100407,POS,MIAMI FL
2025-12-02,2025-12-01,TARGET 00027931 #1996 CORAL GABLES FL,Shopping,DEBIT,-118.72,4333.63,,PO100408,POS,CORAL GABLES FL
2025-12-03,2025-12-03,ZELLE FROM J RIVERA,Transfer,CREDIT,1100.00,5433.63,,AC100409,ACH,Miami FL
2025-12-04,2025-12-03,GAMESTOP 3382  PURCHASE,Shopping,DEBIT,-318.99,5114.64,,PO100410,POS,Miami FL
2025-12-05,2025-12-04,NETFLIX.COM,Subscriptions,DEBIT,-15.99,5098.65,,PO100411,POS,Miami FL
2025-12-05,2025-12-04,TARGET 00027931 #2592 BRICKELL FL,Shopping,DEBIT,-244.05,4854.60,,PO100412,POS,WYNWOOD FL
2025-12-05,2025-12-04,AMAZON MKTPL US*RT #8450 MIAMI FL,Shopping,DEBIT,-56.23,4798.37,,PO100413,POS,MIAMI BEACH FL
2025-12-06,2025-12-05,Spotify USA,Subscriptions,DEBIT,-11.99,4786.38,,PO100414,POS,Miami FL
2025-12-06,2025-12-05,PUBLIX SUPER MARKET #0312 #3129 WYNWOOD FL,Groceries,DEBIT,-76.61,4709.77,,PO100415,POS,DORAL FL
2025-12-06,2025-12-05,GAMESTOP 3382  RETURN/REVERSAL,Shopping,CREDIT,318.99,5028.76,,PO100416,POS,Miami FL
2025-12-07,2025-12-06,OpenAI ChatGPT Plus,Subscriptions,DEBIT,-20.00,5008.76,,PO100417,POS,Miami FL
2025-12-08,2025-12-08,FPL ELECTRIC  AUTOPAY,Utilities,DEBIT,-128.44,4880.32,,AC100418,ACH,Miami FL
2025-12-08,2025-12-07,Apple iCloud+,Subscriptions,DEBIT,-2.99,4877.33,,PO100419,POS,Miami FL
2025-12-09,2025-12-09,XFINITY  INTERNET AUTOPAY,Utilities,DEBIT,-79.99,4797.34,,AC100420,ACH,Miami FL
2025-12-09,2025-12-08,NYTimes Digital,Subscriptions,DEBIT,-4.25,4793.09,,PO100421,POS,Miami FL
2025-12-09,2025-12-08,LYFT *RIDE WED #6942 MIAMI FL,Gas & Transport,DEBIT,-115.31,4677.78,,PO100422,POS,MIAMI BEACH FL
2025-12-09,2025-12-08,LYFT *RIDE WED #6383 BRICKELL FL,Gas & Transport,DEBIT,-148.63,4529.15,,PO100423,POS,WYNWOOD FL
2025-12-10,2025-12-10,MIAMI-DADE WATER & SEWER,Utilities,DEBIT,-41.20,4487.95,,AC100424,ACH,Miami FL
2025-12-10,2025-12-09,IRON PARADISE GYM,Health & Fitness,DEBIT,-49.00,4438.95,,PO100425,POS,Miami FL
2025-12-10,2025-12-09,TRADER JOE'S #748 #1536 MIAMI BEACH FL,Groceries,DEBIT,-230.80,4208.15,,PO100426,POS,DORAL FL
2025-12-10,2025-12-10,COINHAVEN MARKETS INC  ACH WITHDRAWAL,Transfer,CREDIT,2280.00,6488.15,,AC100427,ACH,Miami FL
2025-12-12,2025-12-12,T-MOBILE  AUTOPAY,Utilities,DEBIT,-85.00,6403.15,,AC100428,ACH,Miami FL
2025-12-13,2025-12-12,UBER EATS #9850 CORAL GABLES FL,Restaurants,DEBIT,-102.55,6300.60,,PO100429,POS,WYNWOOD FL
2025-12-13,2025-12-12,WALGREENS 4471 #9408 WYNWOOD FL,Health,DEBIT,-116.45,6184.15,,PO100430,POS,MIAMI FL
2025-12-15,2025-12-15,PAYLANTIC PAYROLL  MARLIN BAY MEDIA  DIRECT DEP,Income,CREDIT,2252.23,8436.38,,AC100431,ACH,Miami FL
2025-12-15,2025-12-14,AMERICAN AIR 0188  HOLIDAY TRAVEL,Travel,DEBIT,-904.00,7532.38,,PO100432,POS,Miami FL
2025-12-17,2025-12-17,CRESTLINE EDU LOAN  AUTOPAY  ****3092,Loan Payment,DEBIT,-212.00,7320.38,,AC100433,ACH,Miami FL
2025-12-17,2025-12-16,TRADER JOE'S #748 #8267 MIAMI FL,Groceries,DEBIT,-171.86,7148.52,,PO100434,POS,MIAMI FL
2025-12-18,2025-12-17,UBER EATS #2862 MIAMI BEACH FL,Restaurants,DEBIT,-184.82,6963.70,,PO100435,POS,MIAMI FL
2025-12-18,2025-12-17,BEST BUY 0477  HOLIDAY GIFTS,Shopping,DEBIT,-742.63,6221.07,,PO100436,POS,Miami FL
2025-12-20,2025-12-20,LUMEN BANK CARD  AUTOPAY  ****6058,Credit Card Payment,DEBIT,-250.00,5971.07,,AC100437,ACH,Miami FL
2025-12-21,2025-12-20,LYFT *RIDE WED #1349 MIAMI FL,Gas & Transport,DEBIT,-161.52,5809.55,,PO100438,POS,DORAL FL
2025-12-21,2025-12-20,APPLE.COM/BILL #1710 MIAMI BEACH FL,Shopping,DEBIT,-129.39,5680.16,,PO100439,POS,MIAMI BEACH FL
2025-12-21,2025-12-20,APPLE STORE BRICKELL  HOLIDAY,Shopping,DEBIT,-663.00,5017.16,,PO100440,POS,Miami FL
2025-12-22,2025-12-21,UBER EATS #2622 CORAL GABLES FL,Restaurants,DEBIT,-218.30,4798.86,,PO100441,POS,WYNWOOD FL
2025-12-22,2025-12-21,MIAMI PARKING AUTH #6876 MIAMI FL,Gas & Transport,DEBIT,-138.86,4660.00,,PO100442,POS,CORAL GABLES FL
2025-12-27,2025-12-26,CVS/PHARMACY 06441 #4362 MIAMI FL,Health,DEBIT,-242.40,4417.60,,PO100443,POS,WYNWOOD FL
2025-12-27,2025-12-26,BRICKELL CITY CENTRE  HOLIDAY SHOPPING,Shopping,DEBIT,-441.68,3975.92,,PO100444,POS,Miami FL
2025-12-28,2025-12-28,TRANSFER TO SAVINGS  ****8820,Transfer,DEBIT,-400.00,3575.92,,XF100445,XFER,Miami FL
2025-12-31,2025-12-31,PAYLANTIC PAYROLL  MARLIN BAY MEDIA  DIRECT DEP,Income,CREDIT,2252.23,5828.15,,AC100446,ACH,Miami FL
